fnummer,personstatus,fornavn,etternavn,kjoenn,foedselsdato,postnummer
30864997224,BOSATT,Troverdig,Mor,KVINNE,1949-06-30,9020
30871849478,BOSATT,Jovial,Fisk,KVINNE,1918-07-30,5918
30883149226,BOSATT,Usikker,Region,KVINNE,1931-08-30,8470
30884298586,BOSATT,Usikker,Ferskvann,MANN,1942-08-30,2334
30886198511,BOSATT,Skapende,Tone,MANN,1961-08-30,1430
30890398908,BOSATT,Kunst,Filmomtale,MANN,2003-09-30,6817
30896397911,BOSATT,Konfus,Grunnskole,MANN,1963-09-30,2413
30905797642,BOSATT,Usensuell,Brande,KVINNE,1957-10-30,1367
30906298399,BOSATT,God,Reise,MANN,1962-10-30,1165
30907798069,BOSATT,Melankolsk,Fille,KVINNE,1977-10-30,4083
30908297470,BOSATT,Skånsom,Presentasjon,KVINNE,1982-10-30,1389
30910899461,BOSATT,Taus,Pub,KVINNE,2008-11-30,5986
30911248324,BOSATT,Interessant,Garasje,MANN,1912-11-30,7088
30914698568,BOSATT,Fysisk,Kiwi,MANN,1946-11-30,3226
30918599939,BOSATT,Samtidig,Mil,MANN,1985-11-30,3611
30918998876,BOSATT,Varm,Rose,KVINNE,1989-11-30,5094
30925498544,BOSATT,Lei,Jakt,MANN,1954-12-30,7800
30925796596,BOSATT,Kunnskapsrik,Kunstverk,MANN,1957-12-30,0276
30927897780,BOSATT,Djerv,Blad,MANN,1978-12-30,5652
31817798554,BOSATT,Rød,Geit,MANN,1977-01-31,5268
31830198108,BOSATT,Integrert,Tyr,MANN,2001-03-31,4817
31836895560,BOSATT,Klar,Sandkasse,MANN,1968-03-31,4516
31854598921,BOSATT,Modig,Drue,MANN,1945-05-31,3370
31854798025,BOSATT,Jordnær,Detalj,KVINNE,1947-05-31,2360
31854998067,BOSATT,Overbevisende,Filter,KVINNE,1949-05-31,4886
31855097829,BOSATT,Tøff,Nordavind,KVINNE,1950-05-31,8514
31858499979,BOSATT,Subtil,Pizza,MANN,1984-05-31,1608
31873148058,BOSATT,Ubestikkelig,Sjiraff,KVINNE,1931-07-31,5036
31881649899,BOSATT,Minimalistisk,Niese,KVINNE,1916-08-31,0576
31885595882,BOSATT,Ubestikkelig,Aksjonist,KVINNE,1955-08-31,9017
31889098352,BOSATT,Venstre,Fiolin,MANN,1990-08-31,4580
31905396148,BOSATT,Anstendig,Plass,MANN,1953-10-31,3480
31908799162,BOSATT,Fornuftig,Kone,MANN,1987-10-31,0667
31924899908,BOSATT,Dogmatisk,Fetter,MANN,1948-12-31,6140
31929397196,BOSATT,Aldrende,Havsvale,MANN,1993-12-31,0479
01819299982,BOSATT,Hemmelighetsfull,Edelstein,MANN,1992-01-01,4347
01820149560,BOSATT,Turkis,Joker,MANN,1901-02-01,5225
01820699145,BOSATT,Rosa,Infeksjon,MANN,2006-02-01,0260
01832149264,BOSATT,Medgjørlig,Fastlegeordning,KVINNE,1921-03-01,9325
01838699231,BOSATT,Ekte,Rist,KVINNE,1986-03-01,0973
01858297660,BOSATT,Uselvstendig,Engel,KVINNE,1982-05-01,6740
01860899309,BOSATT,Lyseblå,Agent,MANN,2008-06-01,7075
01865394973,BOSATT,Misfornøyd,Oldefar,MANN,1953-06-01,2020
01868698841,BOSATT,Sorgløs,Forstand,KVINNE,1986-06-01,8725
01874199032,BOSATT,Uttrykksfull,Dress,KVINNE,1941-07-01,4307
01874497408,BOSATT,Smal,Rose,KVINNE,1944-07-01,0266
01875498572,BOSATT,Smiskende,Galakse,MANN,1954-07-01,5238
01875898031,BOSATT,Spesifikk,Vulkan,KVINNE,1958-07-01,2315
01878097528,BOSATT,Støyfri,Farge,MANN,1980-07-01,0982
01882948044,BOSATT,Internasjonal,Lerkefugl,KVINNE,1929-08-01,1341
01884896920,BOSATT,Ulogisk,Jordbær,MANN,1948-08-01,9006
01888699534,BOSATT,Uinspirert,Kartlegging,MANN,1986-08-01,4834
01894897461,BOSATT,Umoden,Vaskemaskin,KVINNE,1948-09-01,2816
01896798886,BOSATT,Utrolig,Svigerdatter,KVINNE,1967-09-01,7045
01896896462,BOSATT,Gjensidig,Krabbe,KVINNE,1968-09-01,8516
01896996726,BOSATT,Oransje,Abbedisse,MANN,1969-09-01,6986
01897296213,BOSATT,Sindig,Årsplan,KVINNE,1972-09-01,6524
01898899132,BOSATT,Klam,Grandis,MANN,1988-09-01,1446
01899299236,BOSATT,Matt,Reserve,KVINNE,1992-09-01,1165
01907195941,DOED,Lydig,Tordivel,MANN,1971-10-01,1850
01912749904,BOSATT,Nesnødd,Dompap,MANN,1927-11-01,1257
01913849791,BOSATT,Pompøs,Bil,MANN,1938-11-01,3660
01915398398,BOSATT,Dyrebar,Puddel,MANN,1953-11-01,5419
01923248710,BOSATT,Ullen,Vals,MANN,1932-12-01,3055
01929499790,BOSATT,Verd,Bensinstasjon,MANN,1994-12-01,1353
02815196689,BOSATT,Subjektiv,Alkove,KVINNE,1951-01-02,8074
02816598187,BOSATT,Erfaren,Seigmann,MANN,1965-01-02,0475
02816997286,BOSATT,Lekker,Logg,KVINNE,1969-01-02,1177
02817198212,BOSATT,Smiskende,Ponni,KVINNE,1971-01-02,6770
02830498691,BOSATT,Tapper,Befolkning,KVINNE,2004-03-02,4327
02831197873,BOSATT,Uvanlig,Dalside,KVINNE,2011-03-02,6600
02842048640,BOSATT,Klartenkt,Kant,KVINNE,1920-04-02,2850
02844098882,BOSATT,Fornøyd,Bagatell,KVINNE,1940-04-02,3728
02858899535,BOSATT,Allsidig,Larve,MANN,1988-05-02,0276
02867597886,BOSATT,Nervøs,Trommis,KVINNE,1975-06-02,8198
02868698457,BOSATT,Tapper,Systrending,KVINNE,1986-06-02,4828
02868899525,BOSATT,Puslete,Rynke,MANN,1988-06-02,1344
02869596615,BOSATT,Usnobbet,Konklusjon,KVINNE,1995-06-02,1672
02874797742,BOSATT,Konsekvent,Platina,MANN,1947-07-02,0257
02887097790,BOSATT,Kantete,Farsott,MANN,1970-08-02,1940
02894098913,BOSATT,Voksende,Hane,MANN,1940-09-02,3340
02896697415,BOSATT,Tykkhudet,Krets,KVINNE,1966-09-02,1363
02900498740,BOSATT,Gretten,Mann,MANN,2004-10-02,8470
02900899931,BOSATT,Unormal,Årsak,MANN,2008-10-02,3241
02905396164,BOSATT,Opprettholdende,Torsk,MANN,1953-10-02,4647
02907995332,BOSATT,Spennende,Omelett,MANN,1979-10-02,6600
02914797074,BOSATT,Stridlynt,Kai,KVINNE,1947-11-02,3579
02917899676,BOSATT,Mobil,Drott,KVINNE,1978-11-02,2770
02925097228,BOSATT,Kompatibel,Bord,KVINNE,1950-12-02,1484
02929997975,BOSATT,Samtidig,Linselus,MANN,1999-12-02,2016
02929998173,BOSATT,Dogmatisk,Linje,MANN,1999-12-02,4550
03811148864,BOSATT,Ubestikkelig,Voks,KVINNE,1911-01-03,6006
03819498341,BOSATT,Refleksiv,Dalside,MANN,1994-01-03,6670
03819899028,BOSATT,Ulastelig,Trikk,KVINNE,1998-01-03,7224
03820448889,BOSATT,Handlekraftig,Juice,KVINNE,1904-02-03,1383
03821549107,BOSATT,Akseptabel,Handlingsrom,MANN,1915-02-03,6006
03828799583,BOSATT,Utørst,Fart,MANN,1987-02-03,6518
03829098872,BOSATT,Husløs,Matboks,KVINNE,1990-02-03,4371
03838297144,BOSATT,Aktpågivende,Gjørme,MANN,1982-03-03,3570
03839598695,BOSATT,Verd,Dyreflokk,KVINNE,1995-03-03,3802
03844498542,BOSATT,Djerv,Doning,MANN,1944-04-03,2619
03846497705,BOSATT,Motivert,Kål,MANN,1964-04-03,0770
03848799563,BOSATT,Underdanig,Kalddusj,MANN,1987-04-03,3212
03850249449,BOSATT,Moderne,Satellitt,KVINNE,1902-05-03,3579
03853149674,BOSATT,Nervøs,Township,KVINNE,1931-05-03,1444
03860399988,BOSATT,Moderne,Tallerken,MANN,2003-06-03,3517
03865197976,BOSATT,Moralsk,Sko,MANN,1951-06-03,1086
03869598584,BOSATT,Passiv,Benk,MANN,1995-06-03,5033
03875497080,BOSATT,Overeksponert,Make,KVINNE,1954-07-03,3617
03876499605,BOSATT,Håndlaget,Vifte,KVINNE,1964-07-03,2214
03890098354,BOSATT,Stille,Energidrikk,MANN,2000-09-03,3036
03890449602,BOSATT,Verd,Møbelforretning,KVINNE,1904-09-03,2662
03905398376,BOSATT,Kantete,Synd,MANN,1953-10-03,8514
03907498424,BOSATT,Unyttig,Kostnad,KVINNE,1974-10-03,4055
03909397676,BOSATT,Fantasifull,Bringe,KVINNE,1993-10-03,1970
03912049522,BOSATT,Allmektig,Vannmann,MANN,1920-11-03,0580
03913549898,BOSATT,Oppjaget,Dalside,KVINNE,1935-11-03,1809
03915599272,BOSATT,Ufruktbar,Vegg,KVINNE,1955-11-03,8802
03916298373,BOSATT,Spesiell,Sjakal,MANN,1962-11-03,4311
03920298566,BOSATT,Spontan,Handelsmann,MANN,2002-12-03,7014
03925397481,BOSATT,Tillitsfull,Stasjonsvogn,KVINNE,1953-12-03,0770
03926197125,BOSATT,Vassen,Bør,MANN,1961-12-03,6774
03928999644,BOSATT,Kognitiv,Treff,KVINNE,1989-12-03,8158
03929099442,BOSATT,Empirisk,Marg,KVINNE,1990-12-03,8012
04826397581,BOSATT,Usannferdig,Pakke,MANN,1963-02-04,5073
04828698546,BOSATT,Fantastisk,Kakao,MANN,1986-02-04,1680
04831098967,BOSATT,Tradisjonsbunden,Lefse,MANN,2010-03-04,7653
04838699915,BOSATT,Analyserende,Ambulanse,MANN,1986-03-04,0984
04838998599,BOSATT,Muskuløs,Kunngjøring,MANN,1989-03-04,3044
04849797781,BOSATT,Sped,Banjo,MANN,1997-04-04,1560
04850098838,BOSATT,Rektangulær,Del,KVINNE,2000-05-04,6817
04858099485,BOSATT,Trofast,Frase,KVINNE,1980-05-04,6393
04859399970,BOSATT,Gratis,Fabrikk,MANN,1993-05-04,1153
04881948376,BOSATT,Konsentrisk,Dal,MANN,1919-08-04,2850
04888798779,BOSATT,Empirisk,Rosin,MANN,1987-08-04,3864
04889298389,BOSATT,Overeksponert,Eske,MANN,1992-08-04,3617
04898199466,BOSATT,Lattermild,Eng,KVINNE,1981-09-04,3740
04906799281,BOSATT,Ullen,Krem,KVINNE,1967-10-04,0572
04924898432,BOSATT,Moderat,Galakse,KVINNE,1948-12-04,3151
04926599068,BOSATT,Kjent,Svigerinne,KVINNE,1965-12-04,5700
04927198490,BOSATT,Enkel,Tevling,KVINNE,1971-12-04,3738
05814098739,BOSATT,Usnobbet,Avtale,MANN,1940-01-05,7046
05819098699,BOSATT,Evig,Kommode,KVINNE,1990-01-05,3825
05819695638,BOSATT,Rik,Mønster,KVINNE,1996-01-05,3660
05822749064,BOSATT,Fleksibel,Knute,KVINNE,1927-02-05,1960
05823449110,BOSATT,Vissen,Drue,MANN,1934-02-05,2323
05824099865,BOSATT,Uvitende,Lykke,KVINNE,1940-02-05,3480
05829797730,BOSATT,Glemsom,Etasje,MANN,1997-02-05,5039
05830298667,BOSATT,Innsiktsfull,Allergi,KVINNE,2002-03-05,5640
05837097667,BOSATT,Spesiell,Paraply,KVINNE,1970-03-05,6800
05837599662,BOSATT,Avansert,Hjelp,KVINNE,1975-03-05,6817
05838998013,BOSATT,Hevngjerrig,Mann,KVINNE,1989-03-05,8664
05843349341,BOSATT,Egoistisk,Pumpe,MANN,1933-04-05,9426
05853549020,BOSATT,Klok,Akvarell,KVINNE,1935-05-05,2034
05853948987,BOSATT,Masse,Fiskebutikk,MANN,1939-05-05,3080
05854898908,BOSATT,Motivert,Overskrift,MANN,1948-05-05,7029
05856497501,BOSATT,Ufølsom,Doktorgrad,MANN,1964-05-05,3611
05857096853,BOSATT,Fullkommen,Abbor,KVINNE,1970-05-05,3026
05860248532,BOSATT,Fornuftig,Sum,MANN,1902-06-05,7021
05860699828,BOSATT,Overfladisk,Mobiltelefon,KVINNE,2006-06-05,2923
05863249734,BOSATT,Innbringende,Båndsalat,MANN,1932-06-05,1970
05864598198,BOSATT,Fullkommen,Badegjest,MANN,1945-06-05,1155
05871099083,BOSATT,Estetisk,Gasspedal,KVINNE,2010-07-05,9513
05874298397,BOSATT,Festlig,Stafett,MANN,1942-07-05,2010
05874696945,BOSATT,Salt,Hylle,MANN,1946-07-05,0491
05878298804,BOSATT,Elastisk,Arbeidskraft,KVINNE,1982-07-05,1405
05879399566,BOSATT,Pålitelig,Bysse,MANN,1993-07-05,1816
05885397885,BOSATT,Skravlete,Dregg,KVINNE,1953-08-05,3303
05891699311,BOSATT,Sprudlende,Vott,MANN,2016-09-05,5694
05901499650,BOSATT,Oksydert,Lapp,KVINNE,2014-10-05,4048
05906398291,BOSATT,Knuslete,Bart,KVINNE,1963-10-05,3474
05921399458,BOSATT,Relevant,Nøtt,KVINNE,2013-12-05,9055
05928398309,BOSATT,Produktiv,Abakus,MANN,1983-12-05,2092
05928798897,BOSATT,Trådløs,Grapefrukt,KVINNE,1987-12-05,1430
06810449932,BOSATT,Upresis,Statist,MANN,1904-01-06,4056
06823247379,BOSATT,Sentral,Synonym,MANN,1932-02-06,5583
06829999127,BOSATT,Direkte,Juice,MANN,1999-02-06,3413
06833648711,BOSATT,Ultrafiolett,Salt,MANN,1936-03-06,0266
06836398333,BOSATT,Konge,Vals,MANN,1963-03-06,1176
06839099744,BOSATT,Uklar,Administrasjonsbygning,MANN,1990-03-06,2022
06846999203,BOSATT,Ukjent,Lunge,KVINNE,1969-04-06,0361
06850549670,BOSATT,Flyktig,Snegle,KVINNE,1905-05-06,3173
06855397410,BOSATT,Venstre,Plekter,KVINNE,1953-05-06,6968
06855898460,BOSATT,Flyktig,Fossekall,KVINNE,1958-05-06,5984
06857296743,BOSATT,Elegant,Produksjon,MANN,1972-05-06,5542
06867599167,BOSATT,Voksende,Jak,MANN,1975-06-06,1163
06875397158,BOSATT,Kunnskapsrik,Vane,MANN,1953-07-06,6856
06876198442,BOSATT,Forstandig,Presse,KVINNE,1961-07-06,1680
06876797745,BOSATT,Dyrebar,Dirk,MANN,1967-07-06,3041
06879899913,BOSATT,Freidig,Frende,MANN,1998-07-06,1784
06885597341,BOSATT,Tykkhudet,Indrefilet,MANN,1955-08-06,9950
06889597516,BOSATT,Rektangulær,Toppskarv,MANN,1995-08-06,0370
06891999494,BOSATT,Sannferdig,Sans,KVINNE,2019-09-06,0568
06905999697,BOSATT,Vrien,Avslutning,KVINNE,1959-10-06,1394
06917095734,BOSATT,Stille,Interesse,MANN,1970-11-06,4042
06918299201,BOSATT,Gratis,Bu,KVINNE,1982-11-06,6888
06927998759,BOSATT,Smal,Hankatt,MANN,1979-12-06,3660
06928299382,BOSATT,Fantasiløs,Bør,MANN,1982-12-06,3697
07810598284,BOSATT,Talefør,Pusekatt,KVINNE,2005-01-07,1653
07819298518,BOSATT,Aktiv,Brev,MANN,1992-01-07,2435
07823849677,BOSATT,Ullen,Base,KVINNE,1938-02-07,2013
07826399419,BOSATT,Sprudlende,Volleyball,KVINNE,1963-02-07,1816
07830098865,BOSATT,Initiativrik,Altmuligmann,KVINNE,2000-03-07,4810
07831098702,BOSATT,Deilig,Gjørme,MANN,2010-03-07,7898
07835198140,BOSATT,Typisk,Bokorm,MANN,1951-03-07,6240
07837699651,BOSATT,Snål,Jerv,KVINNE,1976-03-07,3770
07848598512,BOSATT,Oppriktig,Traktkantarell,MANN,1985-04-07,3613
07851498685,BOSATT,Mange,Separasjon,KVINNE,2014-05-07,4550
07855999476,BOSATT,Rimelig,Igle,KVINNE,1959-05-07,5452
07856497903,BOSATT,Musikalsk,Opptaksprøve,MANN,1964-05-07,1356
07863149449,BOSATT,Allmektig,Æresgjest,KVINNE,1931-06-07,3825
07866799029,BOSATT,Artig,Konklusjon,KVINNE,1967-06-07,4323
07869198042,BOSATT,Lun,Lunge,KVINNE,1991-06-07,6518
07870099295,BOSATT,Lykkelig,Galoppsport,KVINNE,2000-07-07,6010
07870599522,BOSATT,Fjång,Diett,MANN,2005-07-07,3350
07876598102,BOSATT,God,Bu,MANN,1965-07-07,1642
07887598473,BOSATT,Glad,Far,KVINNE,1975-08-07,1433
07894198081,BOSATT,Morsom,Nestleder,KVINNE,1941-09-07,4480
07897397980,BOSATT,Uinspirert,Greve,MANN,1973-09-07,0273
07897497225,BOSATT,Viktig,Klappstol,KVINNE,1974-09-07,2850
07898397828,BOSATT,Sjokkert,Olje,KVINNE,1983-09-07,0489
07912197098,BOSATT,Uvitende,Brosme,KVINNE,2021-11-07,5516
07914299238,BOSATT,Glemsom,Farge,KVINNE,1942-11-07,5143
07916796727,BOSATT,Moralsk,Avstand,MANN,1967-11-07,8470
07918797062,BOSATT,Human,Gallupmåling,KVINNE,1987-11-07,5232
07928799659,BOSATT,Smigrende,Billettluke,KVINNE,1987-12-07,4876
08813249287,BOSATT,Oversiktlig,Dronning,KVINNE,1932-01-08,5121
08815399006,BOSATT,Mett,Veps,KVINNE,1953-01-08,4828
08816198128,BOSATT,Matt,Niese,MANN,1961-01-08,2022
08816697590,BOSATT,Naturlig,Foss,MANN,1966-01-08,4250
08820997655,BOSATT,Robust,Fastlege,KVINNE,2009-02-08,2843
08826396300,BOSATT,Geometrisk,Bytte,MANN,1963-02-08,7630
08826997886,BOSATT,Fornem,Geit,KVINNE,1969-02-08,6600
08831248689,BOSATT,Retorisk,Abonnent,KVINNE,1912-03-08,4828
08836298129,BOSATT,Genierklært,Stokk,MANN,1962-03-08,3237
08836399286,BOSATT,Modig,Bunad,KVINNE,1963-03-08,9131
08837095744,BOSATT,Ledende,Heldiggris,MANN,1970-03-08,6628
08838597344,BOSATT,Sannsynlig,Kafeteria,MANN,1985-03-08,4520
08847497980,BOSATT,Sjenert,Konstruksjon,MANN,1974-04-08,7041
08854897021,BOSATT,Fornøyd,Telegram,KVINNE,1948-05-08,1404
08869198324,BOSATT,Trekantet,Vifte,MANN,1991-06-08,1168
08878099320,BOSATT,Sensitiv,Farsott,MANN,1980-07-08,1813
08880449517,BOSATT,Handlekraftig,Baron,MANN,1904-08-08,3579
08880898982,BOSATT,Uromantisk,Paraply,MANN,2008-08-08,5419
08884297924,BOSATT,Lyseblå,Ost,MANN,1942-08-08,8021
08884998825,BOSATT,Akvatisk,Mose,KVINNE,1949-08-08,4638
08886797703,BOSATT,Spontan,Ballong,MANN,1967-08-08,6630
08892949043,BOSATT,Freidig,Gråhegre,KVINNE,1929-09-08,1940
08895399621,BOSATT,Kjempende,Hake,KVINNE,1953-09-08,6386
08899398840,BOSATT,Overnaturlig,Kamel,KVINNE,1993-09-08,3303
08902848690,BOSATT,Episk,Havsvale,KVINNE,1928-10-08,2383
08904998339,BOSATT,Konservativ,Buss,MANN,1949-10-08,2500
08913747551,BOSATT,Uklar,Synonym,MANN,1937-11-08,3480
08918599909,BOSATT,Glemsom,Telefonkiosk,MANN,1985-11-08,1920
08919299631,BOSATT,Eksplosiv,Kilometer,KVINNE,1992-11-08,0684
09810399276,BOSATT,Lei,Bøye,KVINNE,2003-01-09,8300
09816296258,BOSATT,Livlig,Jakt,KVINNE,1962-01-09,6418
09816396198,BOSATT,Ren,Leppe,MANN,1963-01-09,4376
09816997078,BOSATT,Aktiv,Hoppe,KVINNE,1969-01-09,6893
09823248331,BOSATT,Barmhjertig,Fugl,MANN,1932-02-09,8475
09827999935,BOSATT,Komplett,Barnestol,MANN,1979-02-09,9440
09830799653,BOSATT,Varm,Arbeidsstyrke,KVINNE,2007-03-09,9513
09835896991,BOSATT,Påpasselig,Pali,MANN,1958-03-09,4380
09838298971,BOSATT,Oppgitt,Puddel,MANN,1982-03-09,6011
09846297798,BOSATT,Samlet,Dråpe,MANN,1962-04-09,6905
09846397032,BOSATT,Umotivert,Lunge,KVINNE,1963-04-09,1356
09848898896,BOSATT,Krass,Gnist,KVINNE,1988-04-09,1890
09850098309,BOSATT,Dyktig,Akvarell,MANN,2000-05-09,3812
09850499419,BOSATT,Akselererende,Bestemor,KVINNE,2004-05-09,8470
09856993954,BOSATT,Oppblåst,Pes,MANN,1969-05-09,3913
09862149146,BOSATT,Grunn,Sokk,MANN,1921-06-09,9325
09866497386,BOSATT,Legitim,Hingst,MANN,1964-06-09,6390
09886097392,BOSATT,Upopulær,Blokk,MANN,1960-08-09,2092
09887397535,BOSATT,Diskret,Fugl,MANN,1973-08-09,4280
09889899244,BOSATT,Varm,Pyjamas,KVINNE,1998-08-09,3026
09897097734,BOSATT,Treig,Bru,MANN,1970-09-09,0661
09900399658,BOSATT,Vertikal,Fjernsyn,KVINNE,2003-10-09,3024
09904796678,BOSATT,Overeksponert,Trost,KVINNE,1947-10-09,0491
09918898945,BOSATT,Akvatisk,Doning,MANN,1988-11-09,0568
09924498878,BOSATT,Tilfredsstillende,Tann,KVINNE,1944-12-09,2660
09925798425,BOSATT,Topp,Fuglekasse,KVINNE,1957-12-09,6104
10810349897,BOSATT,Risikabel,Synsing,KVINNE,1903-01-10,4056
10814098058,BOSATT,Handlekraftig,Salamander,KVINNE,1940-01-10,4635
10815098167,BOSATT,Voksende,Flaggermus,MANN,1950-01-10,2662
10821698664,BOSATT,Talefør,Aktivitet,KVINNE,2016-02-10,3050
10825798264,BOSATT,Handlende,Påskeegg,KVINNE,1957-02-10,1930
10828499160,BOSATT,Veik,Forsøkskanin,MANN,1984-02-10,9440
10829299823,BOSATT,Ulastelig,Konglebit,KVINNE,1992-02-10,8540
10837297937,BOSATT,Kulturell,Balltre,MANN,1972-03-10,1796
10837497707,BOSATT,Oppstemt,Mai,MANN,1974-03-10,6610
10839099962,BOSATT,Sannferdig,Hinne,MANN,1990-03-10,4985
10844397378,BOSATT,Skeptisk,Jordbær,MANN,1943-04-10,4640
10846795710,BOSATT,Mye,Hete,MANN,1967-04-10,1672
10855897976,BOSATT,Possessiv,Kjøttbolle,MANN,1958-05-10,3145
10859698226,BOSATT,Samlet,Varetekt,KVINNE,1996-05-10,3292
10859798913,BOSATT,Minkende,Blekk,MANN,1997-05-10,0362
10865297950,BOSATT,Virkelig,Matpakke,MANN,1952-06-10,0139
10869497814,BOSATT,Venstre,Hakke,KVINNE,1994-06-10,6270
10877098325,BOSATT,Konfus,Konduktør,MANN,1970-07-10,3123
10877197129,BOSATT,Trekantet,Alv,MANN,1971-07-10,6774
10884399187,BOSATT,Kulturell,Solkrem,MANN,1943-08-10,5209
10884797816,BOSATT,Dyp,Høvel,KVINNE,1947-08-10,6009
10886997138,BOSATT,Topp,Service,MANN,1969-08-10,9180
10888598338,BOSATT,Usedvanlig,Fiken,MANN,1985-08-10,9440
10894098754,BOSATT,Familiær,Rubin,MANN,1940-09-10,1161
10898797223,BOSATT,Ny,Søndag,KVINNE,1987-09-10,1390
10900199827,BOSATT,Fredelig,Syre,KVINNE,2001-10-10,6063
10902187214,BOSATT,Entusiastisk,Drott,KVINNE,2021-10-10,2770
10909999818,BOSATT,Jordisk,September,KVINNE,1999-10-10,5262
10910498229,BOSATT,Kunnskapsløs,Almanakk,KVINNE,2004-11-10,9440
10913549770,BOSATT,Glemsom,Firkant,MANN,1935-11-10,7629
10915398672,BOSATT,Svær,Påpakning,KVINNE,1953-11-10,5521
10918099307,BOSATT,Reflekterende,Nestleder,MANN,1980-11-10,3275
10923247888,BOSATT,Redelig,Etat,KVINNE,1932-12-10,3697
10926695768,BOSATT,Usedvanlig,Løve,MANN,1966-12-10,7026
10927197893,BOSATT,Stadig,Doning,KVINNE,1971-12-10,4150
10927597514,BOSATT,Medgjørlig,Katapult,MANN,1975-12-10,4869
11823349639,BOSATT,Oppstemt,Løveflokk,KVINNE,1933-02-11,6600
11829799695,BOSATT,Utydelig,Tørketrommel,KVINNE,1997-02-11,5517
11830649788,BOSATT,Tørr,Befal,MANN,1906-03-11,0654
11840597689,BOSATT,Krass,Avtale,KVINNE,2005-04-11,4628
11841699205,BOSATT,Ring,Hals,KVINNE,2016-04-11,6710
11843949896,BOSATT,Lyseblå,Bikkje,KVINNE,1939-04-11,9018
11844198169,BOSATT,Fiolett,Alkymist,MANN,1941-04-11,7500
11847898765,BOSATT,Stridlynt,Forsøkskanin,MANN,1978-04-11,7898
11854497156,BOSATT,Kvadratisk,Horisont,MANN,1944-05-11,6628
11856299858,BOSATT,Fin,Kålrabi,KVINNE,1962-05-11,4460
11857699183,BOSATT,Rask,Bevegelse,MANN,1976-05-11,0852
11864697188,BOSATT,Vissen,Tirsdag,MANN,1946-06-11,3579
11868696992,BOSATT,Verdifull,Orm,MANN,1986-06-11,3057
11869396968,BOSATT,Dogmatisk,Svoger,MANN,1993-06-11,1680
11879699039,BOSATT,Søt,Pappa,KVINNE,1996-07-11,4879
11884697915,BOSATT,Bestemt,Boble,MANN,1946-08-11,0873
11890798898,BOSATT,Driftig,Flokk,KVINNE,2007-09-11,4070
11898999396,BOSATT,Horisontal,Frosk,MANN,1989-09-11,3579
11901698661,BOSATT,Formbar,Rygg,KVINNE,2016-10-11,1970
11906198799,BOSATT,Matt,Poesi,MANN,1961-10-11,1738
11909497509,BOSATT,Sensitiv,Isbjørn,MANN,1994-10-11,1672
11915699458,BOSATT,Interessert,Interesse,KVINNE,1956-11-11,4380
11924798132,BOSATT,Snål,Solkrem,MANN,1947-12-11,6610
11928299610,BOSATT,Eksakt,Bakeri,KVINNE,1982-12-11,3022
11928799958,BOSATT,Demokratisk,Oldemor,MANN,1987-12-11,1383
11929197293,BOSATT,Autonom,Bom,KVINNE,1991-12-11,1672
12811598702,BOSATT,Skeptisk,Township,MANN,2015-01-12,5627
12815398430,BOSATT,Uinteressert,Badekar,KVINNE,1953-01-12,6856
12816296860,BOSATT,Kranglete,Pali,KVINNE,1962-01-12,4150
12837096756,BOSATT,Halv,Billettluke,MANN,1970-03-12,4628
12838199923,BOSATT,Utmerket,Medaljong,MANN,1981-03-12,6012
12838796034,BOSATT,Ubestikkelig,Klokke,KVINNE,1987-03-12,7760
12842748729,BOSATT,Sorgløs,Flaskehals,MANN,1927-04-12,1960
12844696696,BOSATT,Historisk,Bysse,KVINNE,1946-04-12,4311
12846896927,BOSATT,Humoristisk,Svigerdatter,MANN,1968-04-12,2647
12848599644,BOSATT,Ring,Servitør,KVINNE,1985-04-12,4724
12848999618,BOSATT,Internasjonal,Bær,KVINNE,1989-04-12,4103
12850399849,BOSATT,Tørst,Bringe,KVINNE,2003-05-12,5521
12858798297,BOSATT,Viktig,Poesi,KVINNE,1987-05-12,2092
12859699845,BOSATT,Hensiktsmessig,Valmue,KVINNE,1996-05-12,5037
12867197964,BOSATT,Varsom,Glede,MANN,1971-06-12,1658
12867497674,BOSATT,Ulydig,Fotosyntese,KVINNE,1974-06-12,1400
12874798183,BOSATT,Dogmatisk,Tyttebær,MANN,1947-07-12,2006
12877496609,BOSATT,Urimelig,Planet,KVINNE,1974-07-12,4735
12879998741,BOSATT,Handlende,Mat,MANN,1999-07-12,7051
12880797539,BOSATT,Overflødig,Vifte,MANN,2007-08-12,0187
12888798852,BOSATT,Famøs,Lugar,KVINNE,1987-08-12,6674
12911597614,BOSATT,Uvitende,Hjørnestein,KVINNE,2015-11-12,1593
12919798384,BOSATT,Kvadratisk,Puddel,MANN,1997-11-12,1900
12927297610,BOSATT,Upraktisk,Voks,KVINNE,1972-12-12,9017
13818797049,BOSATT,Rett,Alarm,KVINNE,1987-01-13,1450
13828298180,BOSATT,From,Potet,MANN,1982-02-13,4007
13829599540,BOSATT,Typisk,Bregne,MANN,1995-02-13,4617
13831347982,BOSATT,Utrolig,Globus,MANN,1913-03-13,1852
13834298168,BOSATT,Klar,Regnskog,MANN,1942-03-13,1890
13834399800,BOSATT,Elastisk,Tournure,KVINNE,1943-03-13,5209
13834498019,BOSATT,Utrolig,Skjorte,KVINNE,1944-03-13,9440
13836697647,BOSATT,Uinteressert,Delmengde,KVINNE,1966-03-13,9409
